ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance
A-270,Source2,3,2016-02-18 20:16:00,2016-02-18 22:59:00,40.0427,-82.9973,0.01
A-271,Source2,2,2016-02-19 04:27:07,2016-02-19 04:57:07,39.742,-84.187,0.01
A-272,Source2,2,2016-02-19 05:17:31,2016-02-19 05:47:31,39.7806,-84.1635,0.01
A-273,Source2,2,2016-02-19 05:21:44,2016-02-19 05:51:44,39.7786,-84.2047,0.01
A-274,Source2,3,2016-02-19 06:05:46,2016-02-19 06:35:46,39.6395,-84.2314,0.01
A-275,Source2,2,2016-02-19 06:09:44,2016-02-19 06:39:44,39.7466,-84.2391,0.01
A-276,Source2,3,2016-02-19 06:44:09,2016-02-19 07:14:09,40.1009,-82.9841,0.01
A-277,Source2,2,2016-02-19 06:47:18,2016-02-19 07:17:18,39.7728,-84.2019,0.0
A-278,Source2,2,2016-02-19 07:00:20,2016-02-19 07:30:20,39.4925,-84.1318,0.01
A-279,Source2,2,2016-02-19 07:05:44,2016-02-19 07:35:44,39.5709,-84.2517,0.01
A-280,Source2,2,2016-02-19 07:14:00,2016-02-19 07:44:00,39.8343,-82.7438,0.0
A-281,Source2,3,2016-02-19 07:17:36,2016-02-19 07:47:36,39.6228,-84.2299,0.01
A-282,Source2,3,2016-02-19 07:18:29,2016-02-19 07:48:29,39.4299,-84.0797,0.01
A-283,Source2,3,2016-02-19 07:26:30,2016-02-19 07:56:30,41.4074,-81.6468,0.01
A-284,Source2,3,2016-02-19 07:30:53,2016-02-19 08:00:53,41.4244,-81.5787,0.01
A-285,Source2,3,2016-02-19 08:00:46,2016-02-19 08:30:46,39.8922,-83.0392,0.01
A-286,Source2,2,2016-02-19 08:53:37,2016-02-19 09:23:37,41.0224,-83.6503,0.01
A-287,Source2,2,2016-02-22 05:28:48,2016-02-22 05:58:48,39.7421,-84.187,0.01
A-288,Source2,2,2016-02-22 05:48:00,2016-02-22 06:18:00,39.9053,-82.9687,0.01
A-289,Source2,2,2016-02-22 05:57:08,2016-02-22 06:27:08,39.7826,-84.1787,0.01
A-290,Source2,3,2016-02-22 06:07:20,2016-02-22 06:37:20,40.0076,-82.9122,0.01
A-291,Source2,2,2016-02-22 06:20:57,2016-02-22 06:50:57,39.4475,-84.1912,0.0
A-292,Source2,2,2016-02-22 06:27:16,2016-02-22 06:57:16,39.7877,-84.1734,0.01
A-293,Source2,2,2016-02-22 06:36:10,2016-02-22 07:06:10,39.4263,-83.6246,0.01
A-294,Source2,3,2016-02-22 06:46:45,2016-02-22 07:16:45,39.9783,-82.8526,0.01
A-295,Source2,3,2016-02-22 06:53:33,2016-02-22 07:23:33,39.8418,-84.1896,0.01
A-296,Source2,3,2016-02-22 06:52:49,2016-02-22 07:22:49,39.9536,-82.959,0.01
A-297,Source2,2,2016-02-22 07:01:50,2016-02-22 07:31:50,40.0531,-83.0496,0.01
A-298,Source2,3,2016-02-22 07:00:46,2016-02-22 07:30:46,39.9369,-82.8787,0.01
A-299,Source2,2,2016-02-22 07:14:41,2016-02-22 07:44:41,39.7806,-84.1635,0.01
A-300,Source2,3,2016-02-22 07:21:09,2016-02-22 07:51:09,39.7732,-84.1875,0.01
A-301,Source2,2,2016-02-22 07:28:18,2016-02-22 07:58:18,39.7786,-84.2047,0.01
A-302,Source2,2,2016-02-22 07:33:09,2016-02-22 08:03:09,39.793,-84.2061,0.01
A-303,Source2,3,2016-02-22 07:34:31,2016-02-22 08:04:31,39.7704,-84.1949,0.01
A-304,Source2,3,2016-02-22 07:43:20,2016-02-22 08:13:20,39.9764,-83.1192,0.01
A-305,Source2,3,2016-02-22 07:45:37,2016-02-22 08:15:37,39.6395,-84.2314,0.01
A-306,Source2,2,2016-02-22 07:44:58,2016-02-22 08:14:58,39.2326,-84.1593,0.01
A-307,Source2,2,2016-02-22 07:55:41,2016-02-22 08:25:41,39.7466,-84.2391,0.01
A-308,Source2,2,2016-02-22 08:21:01,2016-02-22 08:51:01,39.7428,-84.1825,0.01
A-309,Source2,2,2016-02-22 08:22:43,2016-02-22 08:52:43,39.7545,-84.1593,0.01
A-310,Source2,2,2016-02-22 08:22:11,2016-02-22 08:52:11,39.7499,-84.1394,0.01
A-311,Source2,3,2016-02-22 08:26:41,2016-02-22 08:56:41,40.1009,-82.9841,0.01
A-312,Source2,2,2016-02-22 08:34:44,2016-02-22 09:04:44,39.7728,-84.2019,0.0
A-313,Source2,2,2016-02-22 08:46:39,2016-02-22 09:16:39,39.4925,-84.1318,0.01
A-314,Source2,2,2016-02-22 08:52:44,2016-02-22 09:22:44,39.5709,-84.2517,0.01
A-315,Source2,2,2016-02-22 08:50:20,2016-02-22 09:20:20,39.8343,-82.7438,0.0
A-316,Source2,3,2016-02-22 09:03:36,2016-02-22 09:33:36,39.6228,-84.2299,0.01
A-317,Source2,3,2016-02-22 09:04:29,2016-02-22 09:34:29,39.4299,-84.0797,0.01
A-318,Source2,3,2016-02-22 09:00:30,2016-02-22 09:30:30,41.4074,-81.6468,0.01
A-319,Source2,3,2016-02-22 09:15:53,2016-02-22 09:45:53,41.4244,-81.5787,0.01
A-320,Source2,3,2016-02-22 10:46:46,2016-02-22 11:16:46,39.8922,-83.0392,0.01
A-321,Source2,2,2016-02-22 11:49:37,2016-02-22 12:19:37,41.0224,-83.6503,0.01
A-322,Source2,2,2016-02-23 05:28:48,2016-02-23 05:58:48,39.7421,-84.187,0.01
A-323,Source2,2,2016-02-23 05:48:00,2016-02-23 06:18:00,39.9053,-82.9687,0.01
A-324,Source2,2,2016-02-23 05:57:08,2016-02-23 06:27:08,39.7826,-84.1787,0.01
A-325,Source2,3,2016-02-23 06:07:20,2016-02-23 06:37:20,40.0076,-82.9122,0.01
A-326,Source2,2,2016-02-23 06:20:57,2016-02-23 06:50:57,39.4475,-84.1912,0.0
A-327,Source2,2,2016-02-23 06:27:16,2016-02-23 06:57:16,39.7877,-84.1734,0.01
A-328,Source2,2,2016-02-23 06:36:10,2016-02-23 07:06:10,39.4263,-83.6246,0.01
A-329,Source2,3,2016-02-23 06:46:45,2016-02-23 07:16:45,39.9783,-82.8526,0.01
A-330,Source2,3,2016-02-23 06:53:33,2016-02-23 07:23:33,39.8418,-84.1896,0.01
A-331,Source2,3,2016-02-23 06:52:49,2016-02-23 07:22:49,39.9536,-82.959,0.01
A-332,Source2,2,2016-02-23 07:01:50,2016-02-23 07:31:50,40.0531,-83.0496,0.01
A-333,Source2,3,2016-02-23 07:00:46,2016-02-23 07:30:46,39.9369,-82.8787,0.01
A-334,Source2,2,2016-02-23 07:14:41,2016-02-23 07:44:41,39.7806,-84.1635,0.01
A-335,Source2,3,2016-02-23 07:21:09,2016-02-23 07:51:09,39.7732,-84.1875,0.01
A-336,Source2,2,2016-02-23 07:28:18,2016-02-23 07:58:18,39.7786,-84.2047,0.01
A-337,Source2,2,2016-02-23 07:33:09,2016-02-23 08:03:09,39.793,-84.2061,0.01
A-338,Source2,3,2016-02-23 07:34:31,2016-02-23 08:04:31,39.7704,-84.1949,0.01
A-339,Source2,3,2016-02-23 07:43:20,2016-02-23 08:13:20,39.9764,-83.1192,0.01
A-340,Source2,3,2016-02-23 07:45:37,2016-02-23 08:15:37,39.6395,-84.2314,0.01
A-341,Source2,2,2016-02-23 07:44:58,2016-02-23 08:14:58,39.2326,-84.1593,0.01
A-342,Source2,2,2016-02-23 07:55:41,2016-02-23 08:25:41,39.7466,-84.2391,0.01
A-343,Source2,2,2016-02-23 08:21:01,2016-02-23 08:51:01,39.7428,-84.1825,0.01
A-344,Source2,2,2016-02-23 08:22:43,2016-02-23 08:52:43,39.7545,-84.1593,0.01
A-345,Source2,2,2016-02-23 08:22:11,2016-02-23 08:52:11,39.7499,-84.1394,0.01
A-346,Source2,3,2016-02-23 08:26:41,2016-02-23 08:56:41,40.1009,-82.9841,0.01
A-347,Source2,2,2016-02-23 08:34:44,2016-02-23 09:04:44,39.7728,-84.2019,0.0
A-348,Source2,2,2016-02-23 08:46:39,2016-02-23 09:16:39,39.4925,-84.1318,0.01
A-349,Source2,2,2016-02-23 08:52:44,2016-02-23 09:22:44,39.5709,-84.2517,0.01
A-350,Source2,2,2016-02-23 08:50:20,2016-02-23 09:20:20,39.8343,-82.7438,0.0
A-351,Source2,3,2016-02-23 09:03:36,2016-02-23 09:33:36,39.6228,-84.2299,0.01
A-352,Source2,3,2016-02-23 09:04:29,2016-02-23 09:34:29,39.4299,-84.0797,0.01
A-353,Source2,3,2016-02-23 09:00:30,2016-02-23 09:30:30,41.4074,-81.6468,0.01
A-354,Source2,3,2016-02-23 09:15:53,2016-02-23 09:45:53,41.4244,-81.5787,0.01
A-355,Source2,3,2016-02-23 10:46:46,2016-02-23 11:16:46,39.8922,-83.0392,0.01
A-356,Source2,2,2016-02-23 11:49:37,2016-02-23 12:19:37,41.0224,-83.6503,0.01
A-357,Source2,2,2016-02-24 05:28:48,2016-02-24 05:58:48,39.7421,-84.187,0.01
A-358,Source2,2,2016-02-24 05:48:00,2016-02-24 06:18:00,39.9053,-82.9687,0.01
A-359,Source2,2,2016-02-24 05:57:08,2016-02-24 06:27:08,39.7826,-84.1787,0.01
A-360,Source2,3,2016-02-24 06:07:20,2016-02-24 06:37:20,40.0076,-82.9122,0.01
A-361,Source2,2,2016-02-24 06:20:57,2016-02-24 06:50:57,39.4475,-84.1912,0.0
A-362,Source2,2,2016-02-24 06:27:16,2016-02-24 06:57:16,39.7877,-84.1734,0.01
A-363,Source2,2,2016-02-24 06:36:10,2016-02-24 07:06:10,39.4263,-83.6246,0.01
A-364,Source2,3,2016-02-24 06:46:45,2016-02-24 07:16:45,39.9783,-82.8526,0.01
A-365,Source2,3,2016-02-24 06:53:33,2016-02-24 07:23:33,39.8418,-84.1896,0.01
A-366,Source2,3,2016-02-24 06:52:49,2016-02-24 07:22:49,39.9536,-82.959,0.01
A-367,Source2,2,2016-02-24 07:01:50,2016-02-24 07:31:50,40.0531,-83.0496,0.01
A-368,Source2,3,2016-02-24 07:00:46,2016-02-24 07:30:46,39.9369,-82.8787,0.01
A-369,Source2,2,2016-02-24 07:14:41,2016-02-24 07:44:41,39.7806,-84.1635,0.01
A-370,Source2,3,2016-02-24 07:21:09,2016-02-24 07:51:09,39.7732,-84.1875,0.01
A-371,Source2,2,2016-02-24 07:28:18,2016-02-24 07:58:18,39.7786,-84.2047,0.01
A-372,Source2,2,2016-02-24 07:33:09,2016-02-24 08:03:09,39.793,-84.2061,0.01
A-373,Source2,3,2016-02-24 07:34:31,2016-02-24 08:04:31,39.7704,-84.1949,0.01
A-374,Source2,3,2016-02-24 07:43:20,2016-02-24 08:13:20,39.9764,-83.1192,0.01
A-375,Source2,3,2016-02-24 07:45:37,2016-02-24 08:15:37,39.6395,-84.2314,0.01
A-376,Source2,2,2016-02-24 07:44:58,2016-02-24 08:14:58,39.2326,-84.1593,0.01
A-377,Source2,2,2016-02-24 07:55:41,2016-02-24 08:25:41,39.7466,-84.2391,0.01
A-378,Source2,2,2016-02-24 08:21:01,2016-02-24 08:51:01,39.7428,-84.1825,0.01
A-379,Source2,2,2016-02-24 08:22:43,2016-02-24 08:52:43,39.7545,-84.1593,0.01
A-380,Source2,2,2016-02-24 08:22:11,2016-02-24 08:52:11,39.7499,-84.1394,0.01
A-381,Source2,3,2016-02-24 08:26:41,2016-02-24 08:56:41,40.1009,-82.9841,0.01
A-382,Source2,2,2016-02-24 08:34:44,2016-02-24 09:04:44,39.7728,-84.2019,0.0
A-383,Source2,2,2016-02-24 08:46:39,2016-02-24 09:16:39,39.4925,-84.1318,0.01
A-384,Source2,2,2016-02-24 08:52:44,2016-02-24 09:22:44,39.5709,-84.2517,0.01
A-385,Source2,2,2016-02-24 08:50:20,2016-02-24 09:20:20,39.8343,-82.7438,0.0
A-386,Source2,3,2016-02-24 09:03:36,2016-02-24 09:33:36,39.6228,-84.2299,0.01
A-387,Source2,3,2016-02-24 09:04:29,2016-02-24 09:34:29,39.4299,-84.0797,0.01
A-388,Source2,3,2016-02-24 09:00:30,2016-02-24 09:30:30,41.4074,-81.6468,0.01
A-389,Source2,3,2016-02-24 09:15:53,2016-02-24 09:45:53,41.4244,-81.5787,0.01
A-390,Source2,3,2016-02-24 10:46:46,2016-02-24 11:16:46,39.8922,-83.0392,0.01
A-391,Source2,2,2016-02-24 11:49:37,2016-02-24 12:19:37,41.0224,-83.6503,0.01
A-392,Source2,2,2016-02-25 05:28:48,2016-02-25 05:58:48,39.7421,-84.187,0.01
A-393,Source2,2,2016-02-25 05:48:00,2016-02-25 06:18:00,39.9053,-82.9687,0.01
A-394,Source2,2,2016-02-25 05:57:08,2016-02-25 06:27:08,39.7826,-84.1787,0.01
A-395,Source2,3,2016-02-25 06:07:20,2016-02-25 06:37:20,40.0076,-82.9122,0.01
A-396,Source2,2,2016-02-25 06:20:57,2016-02-25 06:50:57,39.4475,-84.1912,0.0
A-397,Source2,2,2016-02-25 06:27:16,2016-02-25 06:57:16,39.7877,-84.1734,0.01
A-398,Source2,2,2016-02-25 06:36:10,2016-02-25 07:06:10,39.4263,-83.6246,0.01
A-399,Source2,3,2016-02-25 06:46:45,2016-02-25 07:16:45,39.9783,-82.8526,0.01
A-400,Source2,3,2016-02-25 06:53:33,2016-02-25 07:23:33,39.8418,-84.1896,0.01
A-401,Source2,3,2016-02-25 06:52:49,2016-02-25 07:22:49,39.9536,-82.959,0.01
A-402,Source2,2,2016-02-25 07:01:50,2016-02-25 07:31:50,40.0531,-83.0496,0.01
A-403,Source2,3,2016-02-25 07:00:46,2016-02-25 07:30:46,39.9369,-82.8787,0.01
A-404,Source2,2,2016-02-25 07:14:41,2016-02-25 07:44:41,39.7806,-84.1635,0.01
A-405,Source2,3,2016-02-25 07:21:09,2016-02-25 07:51:09,39.7732,-84.1875,0.01
A-406,Source2,2,2016-02-25 07:28:18,2016-02-25 07:58:18,39.7786,-84.2047,0.01
A-407,Source2,2,2016-02-25 07:33:09,2016-02-25 08:03:09,39.793,-84.2061,0.01
A-408,Source2,3,2016-02-25 07:34:31,2016-02-25 08:04:31,39.7704,-84.1949,0.01
A-409,Source2,3,2016-02-25 07:43:20,2016-02-25 08:13:20,39.9764,-83.1192,0.01
A-410,Source2,3,2016-02-25 07:45:37,2016-02-25 08:15:37,39.6395,-84.2314,0.01
A-411,Source2,2,2016-02-25 07:44:58,2016-02-25 08:14:58,39.2326,-84.1593,0.01
A-412,Source2,2,2016-02-25 07:55:41,2016-02-25 08:25:41,39.7466,-84.2391,0.01
A-413,Source2,2,2016-02-25 08:21:01,2016-02-25 08:51:01,39.7428,-84.1825,0.01
A-414,Source2,2,2016-02-25 08:22:43,2016-02-25 08:52:43,39.7545,-84.1593,0.01
A-415,Source2,2,2016-02-25 08:22:11,2016-02-25 08:52:11,39.7499,-84.1394,0.01
A-416,Source2,3,2016-02-25 08:26:41,2016-02-25 08:56:41,40.1009,-82.9841,0.01
A-417,Source2,2,2016-02-25 08:34:44,2016-02-25 09:04:44,39.7728,-84.2019,0.0
A-418,Source2,2,2016-02-25 08:46:39,2016-02-25 09:16:39,39.4925,-84.1318,0.01
A-419,Source2,2,2016-02-25 08:52:44,2016-02-25 09:22:44,39.5709,-84.2517,0.01
A-420,Source2,2,2016-02-25 08:50:20,2016-02-25 09:20:20,39.8343,-82.7438,0.0
A-421,Source2,3,2016-02-25 09:03:36,2016-02-25 09:33:36,39.6228,-84.2299,0.01
A-422,Source2,3,2016-02-25 09:04:29,2016-02-25 09:34:29,39.4299,-84.0797,0.01
A-423,Source2,3,2016-02-25 09:00:30,2016-02-25 09:30:30,41.4074,-81.6468,0.01
A-424,Source2,3,2016-02-25 09:15:53,2016-02-25 09:45:53,41.4244,-81.5787,0.01
A-425,Source2,3,2016-02-25 10:46:46,2016-02-25 11:16:46,39.8922,-83.0392,0.01
A-426,Source2,2,2016-02-25 11:49:37,2016-02-25 12:19:37,41.0224,-83.6503,0.01
A-427,Source2,2,2016-02-26 05:28:48,2016-02-26 05:58:48,39.7421,-84.187,0.01
A-428,Source2,2,2016-02-26 05:48:00,2016-02-26 06:18:00,39.9053,-82.9687,0.01
A-429,Source2,2,2016-02-26 05:57:08,2016-02-26 06:27:08,39.7826,-84.1787,0.01
A-430,Source2,3,2016-02-26 06:07:20,2016-02-26 06:37:20,40.0076,-82.9122,0.01
A-431,Source2,2,2016-02-26 06:20:57,2016-02-26 06:50:57,39.4475,-84.1912,0.0
A-432,Source2,2,2016-02-26 06:27:16,2016-02-26 06:57:16,39.7877,-84.1734,0.01
A-433,Source2,2,2016-02-26 06:36:10,2016-02-26 07:06:10,39.4263,-83.6246,0.01
A-434,Source2,3,2016-02-26 06:46:45,2016-02-26 07:16:45,39.9783,-82.8526,0.01
A-435,Source2,3,2016-02-26 06:53:33,2016-02-26 07:23:33,39.8418,-84.1896,0.01
A-436,Source2,3,2016-02-26 06:52:49,2016-02-26 07:22:49,39.9536,-82.959,0.01
A-437,Source2,2,2016-02-26 07:01:50,2016-02-26 07:31:50,40.0531,-83.0496,0.01
A-438,Source2,3,2016-02-26 07:00:46,2016-02-26 07:30:46,39.9369,-82.8787,0.01
A-439,Source2,2,2016-02-26 07:14:41,2016-02-26 07:44:41,39.7806,-84.1635,0.01
A-440,Source2,3,2016-02-26 07:21:09,2016-02-26 07:51:09,39.7732,-84.1875,0.01
A-441,Source2,2,2016-02-26 07:28:18,2016-02-26 07:58:18,39.7786,-84.2047,0.01
A-442,Source2,2,2016-02-26 07:33:09,2016-02-26 08:03:09,39.793,-84.2061,0.01
A-443,Source2,3,2016-02-26 07:34:31,2016-02-26 08:04:31,39.7704,-84.1949,0.01
A-444,Source2,3,2016-02-26 07:43:20,2016-02-26 08:13:20,39.9764,-83.1192,0.01
A-445,Source2,3,2016-02-26 07:45:37,2016-02-26 08:15:37,39.6395,-84.2314,0.01
A-446,Source2,2,2016-02-26 07:44:58,2016-02-26 08:14:58,39.2326,-84.1593,0.01
A-447,Source2,2,2016-02-26 07:55:41,2016-02-26 08:25:41,39.7466,-84.2391,0.01
A-448,Source2,2,2016-02-26 08:21:01,2016-02-26 08:51:01,39.7428,-84.1825,0.01
A-449,Source2,2,2016-02-26 08:22:43,2016-02-26 08:52:43,39.7545,-84.1593,0.01
A-450,Source2,2,2016-02-26 08:22:11,2016-02-26 08:52:11,39.7499,-84.1394,0.01
A-451,Source2,3,2016-02-26 08:26:41,2016-02-26 08:56:41,40.1009,-82.9841,0.01
A-452,Source2,2,2016-02-26 08:34:44,2016-02-26 09:04:44,39.7728,-84.2019,0.0
A-453,Source2,2,2016-02-26 08:46:39,2016-02-26 09:16:39,39.4925,-84.1318,0.01
A-454,Source2,2,2016-02-26 08:52:44,2016-02-26 09:22:44,39.5709,-84.2517,0.01
A-455,Source2,2,2016-02-26 08:50:20,2016-02-26 09:20:20,39.8343,-82.7438,0.0
A-456,Source2,3,2016-02-26 09:03:36,2016-02-26 09:33:36,39.6228,-84.2299,0.01
A-457,Source2,3,2016-02-26 09:04:29,2016-02-26 09:34:29,39.4299,-84.0797,0.01
A-458,Source2,3,2016-02-26 09:00:30,2016-02-26 09:30:30,41.4074,-81.6468,0.01
A-459,Source2,3,2016-02-26 09:15:53,2016-02-26 09:45:53,41.4244,-81.5787,0.01
A-460,Source2,3,2016-02-26 10:46:46,2016-02-26 11:16:46,39.8922,-83.0392,0.01
A-461,Source2,2,2016-02-26 11:49:37,2016-02-26 12:19:37,41.0224,-83.6503,0.01
A-462,Source2,2,2016-02-29 05:28:48,2016-02-29 05:58:48,39.7421,-84.187,0.01
A-463,Source2,2,2016-02-29 05:48:00,2016-02-29 06:18:00,39.9053,-82.9687,0.01
A-464,Source2,2,2016-02-29 05:57:08,2016-02-29 06:27:08,39.7826,-84.1787,0.01
A-465,Source2,3,2016-02-29 06:07:20,2016-02-29 06:37:20,40.0076,-82.9122,0.01
A-466,Source2,2,2016-02-29 06:20:57,2016-02-29 06:50:57,39.4475,-84.1912,0.0
A-467,Source2,2,2016-02-29 06:27:16,2016-02-29 06:57:16,39.7877,-84.1734,0.01
A-468,Source2,2,2016-02-29 06:36:10,2016-02-29 07:06:10,39.4263,-83.6246,0.01
A-469,Source2,3,2016-02-29 06:46:45,2016-02-29 07:16:45,39.9783,-82.8526,0.01
A-470,Source2,3,2016-02-29 06:53:33,2016-02-29 07:23:33,39.8418,-84.1896,0.01
A-471,Source2,3,2016-02-29 06:52:49,2016-02-29 07:22:49,39.9536,-82.959,0.01
A-472,Source2,2,2016-02-29 07:01:50,2016-02-29 07:31:50,40.0531,-83.0496,0.01
A-473,Source2,3,2016-02-29 07:00:46,2016-02-29 07:30:46,39.9369,-82.8787,0.01
A-474,Source2,2,2016-02-29 07:14:41,2016-02-29 07:44:41,39.7806,-84.1635,0.01
A-475,Source2,3,2016-02-29 07:21:09,2016-02-29 07:51:09,39.7732,-84.1875,0.01
A-476,Source2,2,2016-02-29 07:28:18,2016-02-29 07:58:18,39.7786,-84.2047,0.01
A-477,Source2,2,2016-02-29 07:33:09,2016-02-29 08:03:09,39.793,-84.2061,0.01
A-478,Source2,3,2016-02-29 07:34:31,2016-02-29 08:04:31,39.7704,-84.1949,0.01
A-479,Source2,3,2016-02-29 07:43:20,2016-02-29 08:13:20,39.9764,-83.1192,0.01
A-480,Source2,3,2016-02-29 07:45:37,2016-02-29 08:15:37,39.6395,-84.2314,0.01
A-481,Source2,2,2016-02-29 07:44:58,2016-02-29 08:14:58,39.2326,-84.1593,0.01
A-482,Source2,2,2016-02-29 07:55:41,2016-02-29 08:25:41,39.7466,-84.2391,0.01
A-483,Source2,2,2016-02-29 08:21:01,2016-02-29 08:51:01,39.7428,-84.1825,0.01
A-484,Source2,2,2016-02-29 08:22:43,2016-02-29 08:52:43,39.7545,-84.1593,0.01
A-485,Source2,2,2016-02-29 08:22:11,2016-02-29 08:52:11,39.7499,-84.1394,0.01
A-486,Source2,3,2016-02-29 08:26:41,2016-02-29 08:56:41,40.1009,-82.9841,0.01
A-487,Source2,2,2016-02-29 08:34:44,2016-02-29 09:04:44,39.7728,-84.2019,0.0
A-488,Source2,2,2016-02-29 08:46:39,2016-02-29 09:16:39,39.4925,-84.1318,0.01
A-489,Source2,2,2016-02-29 08:52:44,2016-02-29 09:22:44,39.5709,-84.2517,0.01
A-490,Source2,2,2016-02-29 08:50:20,2016-02-29 09:20:20,39.8343,-82.7438,0.0
A-491,Source2,3,2016-02-29 09:03:36,2016-02-29 09:33:36,39.6228,-84.2299,0.01
A-492,Source2,3,2016-02-29 09:04:29,2016-02-29 09:34:29,39.4299,-84.0797,0.01
A-493,Source2,3,2016-02-29 09:00:30,2016-02-29 09:30:30,41.4074,-81.6468,0.01
A-494,Source2,3,2016-02-29 09:15:53,2016-02-29 09:45:53,41.4244,-81.5787,0.01
A-495,Source2,3,2016-02-29 10:46:46,2016-02-29 11:16:46,39.8922,-83.0392,0.01
A-496,Source2,2,2016-02-29 11:49:37,2016-02-29 12:19:37,41.0224,-83.6503,0.01
A-497,Source2,2,2016-03-01 05:28:48,2016-03-01 05:58:48,39.7421,-84.187,0.01
A-498,Source2,2,2016-03-01 05:48:00,2016-03-01 06:18:00,39.9053,-82.9687,0.01
A-499,Source2,2,2016-03-01 05:57:08,2016-03-01 06:27:08,39.7826,-84.1787,0.01
A-500,Source2,3,2016-03-01 06:07:20,2016-03-01 06:37:20,40.0076,-82.9122,0.01
A-501,Source2,2,2016-03-01 06:20:57,2016-03-01 06:50:57,39.4475,-84.1912,0.0
A-502,Source2,2,2016-03-01 06:27:16,2016-03-01 06:57:16,39.7877,-84.1734,0.01
A-503,Source2,2,2016-03-01 06:36:10,2016-03-01 07:06:10,39.4263,-83.6246,0.01
A-504,Source2,3,2016-03-01 06:46:45,2016-03-01 07:16:45,39.9783,-82.8526,0.01
A-505,Source2,3,2016-03-01 06:53:33,2016-03-01 07:23:33,39.8418,-84.1896,0.01
A-506,Source2,3,2016-03-01 06:52:49,2016-03-01 07:22:49,39.9536,-82.959,0.01
A-507,Source2,2,2016-03-01 07:01:50,2016-03-01 07:31:50,40.0531,-83.0496,0.01
A-508,Source2,3,2016-03-01 07:00:46,2016-03-01 07:30:46,39.9369,-82.8787,0.01
A-509,Source2,2,2016-03-01 07:14:41,2016-03-01 07:44:41,39.7806,-84.1635,0.01
A-510,Source2,3,2016-03-01 07:21:09,2016-03-01 07:51:09,39.7732,-84.1875,0.01
A-511,Source2,2,2016-03-01 07:28:18,2016-03-01 07:58:18,39.7786,-84.2047,0.01
A-512,Source2,2,2016-03-01 07:33:09,2016-03-01 08:03:09,39.793,-84.2061,0.01
A-513,Source2,3,2016-03-01 07:34:31,2016-03-01 08:04:31,39.7704,-84.1949,0.01
A-514,Source2,3,2016-03-01 07:43:20,2016-03-01 08:13:20,39.9764,-83.1192,0.01
A-515,Source2,3,2016-03-01 07:45:37,2016-03-01 08:15:37,39.6395,-84.2314,0.01
A-516,Source2,2,2016-03-01 07:44:58,2016-03-01 08:14:58,39.2326,-84.1593,0.01
A-517,Source2,2,2016-03-01 07:55:41,2016-03-01 08:25:41,39.7466,-84.2391,0.01
A-518,Source2,2,2016-03-01 08:21:01,2016-03-01 08:51:01,39.7428,-84.1825,0.01
A-519,Source2,2,2016-03-01 08:22:43,2016-03-01 08:52:43,39.7545,-84.1593,0.01
A-520,Source2,2,2016-03-01 08:22:11,2016-03-01 08:52:11,39.7499,-84.1394,0.01
A-521,Source2,3,2016-03-01 08:26:41,2016-03-01 08:56:41,40.1009,-82.9841,0.01
A-522,Source2,2,2016-03-01 08:34:44,2016-03-01 09:04:44,39.7728,-84.2019,0.0
A-523,Source2,2,2016-03-01 08:46:39,2016-03-01 09:16:39,39.4925,-84.1318,0.01
A-524,Source2,2,2016-03-01 08:52:44,2016-03-01 09:22:44,39.5709,-84.2517,0.01
A-525,Source2,2,2016-03-01 08:50:20,2016-03-01 09:20:20,39.8343,-82.7438,0.0
A-526,Source2,3,2016-03-01 09:03:36,2016-03-01 09:33:36,39.6228,-84.2299,0.01
A-527,Source2,3,2016-03-01 09:04:29,2016-03-01 09:34:29,39.4299,-84.0797,0.01
A-528,Source2,3,2016-03-01 09:00:30,2016-03-01 09:30:30,41.4074,-81.6468,0.01
A-529,Source2,3,2016-03-01 09:15:53,2016-03-01 09:45:53,41.4244,-81.5787,0.01
A-530,Source2,3,2016-03-01 10:46:46,2016-03-01 11:16:46,39.8922,-83.0392,0.01
A-531,Source2,2,2016-03-01 11:49:37,2016-03-01 12:19:37,41.0224,-83.6503,0.01
A-532,Source2,2,2016-03-02 05:28:48,2016-03-02 05:58:48,39.7421,-84.187,0.01
A-533,Source2,2,2016-03-02 05:48:00,2016-03-02 06:18:00,39.9053,-82.9687,0.01
A-534,Source2,2,2016-03-02 05:57:08,2016-03-02 06:27:08,39.7826,-84.1787,0.01
A-535,Source2,3,2016-03-02 06:07:20,2016-03-02 06:37:20,40.0076,-82.9122,0.01
A-536,Source2,2,2016-03-02 06:20:57,2016-03-02 06:50:57,39.4475,-84.1912,0.0
A-537,Source2,2,2016-03-02 06:27:16,2016-03-02 06:57:16,39.7877,-84.1734,0.01
A-538,Source2,2,2016-03-02 06:36:10,2016-03-02 07:06:10,39.4263,-83.6246,0.01
A-539,Source2,3,2016-03-02 06:46:45,2016-03-02 07:16:45,39.9783,-82.8526,0.01
A-540,Source2,3,2016-03-02 06:53:33,2016-03-02 07:23:33,39.8418,-84.1896,0.01
A-541,Source2,3,2016-03-02 06:52:49,2016-03-02 07:22:49,39.9536,-82.959,0.01
A-542,Source2,2,2016-03-02 07:01:50,2016-03-02 07:31:50,40.0531,-83.0496,0.01
A-543,Source2,3,2016-03-02 07:00:46,2016-03-02 07:30:46,39.9369,-82.8787,0.01
